districtid,timeid,neighbormean,neighborstdev
246,4,2475.50,3343.91
246,5,5127.50,6552.76
246,6,5106.00,6740.14
246,7,1099.50,1494.12
247,1,0.00,0.00
247,2,21.67,24.78
247,3,35.00,38.24
247,4,25.33,32.93
247,5,165.83,78.62
247,6,443.83,281.87
247,7,98.17,49.42
248,1,0.00,0.00
248,2,0.00,0.00
248,3,0.40,0.89
248,4,5.00,3.74
248,5,118.40,52.85
248,6,416.20,160.39
248,7,101.40,39.58
249,1,0.00,0.00
249,2,0.00,0.00
249,3,146.50,10.61
249,4,326.50,255.27
249,5,1249.00,554.37
249,6,1908.00,1107.33
249,7,168.00,11.31
250,1,0.00,0.00
250,2,0.00,0.00
250,3,4.00,7.87
250,4,21.20,29.72
250,5,256.40,400.32
250,6,815.40,1330.57
250,7,228.80,394.48
251,1,0.00,0.00
251,2,5.00,0.00
251,3,34.00,0.00
251,4,111.00,0.00
251,5,494.00,0.00
251,6,340.00,0.00
251,7,43.00,0.00
252,1,1.33,3.27
252,2,13.67,31.09
252,3,61.17,76.95
252,4,74.83,80.75
252,5,282.33,266.73
252,6,731.17,1073.59
252,7,172.00,228.63
253,1,0.25,0.50
253,2,56.50,92.95
253,3,268.00,449.49
253,4,1029.25,1441.31
253,5,3239.25,4928.12
253,6,7556.50,11888.63
253,7,1432.25,2037.52
254,1,0.00,0.00
254,2,2.20,3.03
254,3,86.40,55.77
254,4,200.40,94.19
254,5,830.80,579.80
254,6,2840.20,769.19
254,7,350.40,149.92
255,1,0.00,0.00
255,2,0.25,0.50
255,3,115.75,142.35
255,4,156.75,128.94
255,5,483.75,493.18
255,6,966.75,977.10
255,7,193.75,230.38
256,1,0.00,0.00
256,2,1.67,2.42
256,3,81.50,129.52
256,4,291.33,508.67
256,5,2753.67,5386.10
256,6,3084.67,5178.12
256,7,703.50,1449.90
257,1,0.80,1.10
257,2,1.20,1.79
257,3,43.40,46.28
257,4,120.00,101.98
257,5,958.40,938.06
257,6,1404.20,1178.40
257,7,354.40,330.10
258,1,3.00,6.87
258,2,192.00,345.77
258,3,221.00,425.52
258,4,563.00,631.35
258,5,1138.67,1339.01
258,6,1863.67,2182.61
258,7,408.83,617.64
259,1,0.60,1.34
259,2,2.00,4.47
259,3,27.00,17.92
259,4,200.00,331.21
259,5,1724.40,2220.93
259,6,5354.00,5859.38
259,7,1063.40,778.19
260,1,0.14,0.38
260,2,27.86,70.22
260,3,39.14,30.50
260,4,135.00,118.06
260,5,350.00,386.21
260,6,1210.14,1291.69
260,7,334.71,285.65
261,1,0.00,0.00
261,2,3.33,5.77
261,3,26.00,17.52
261,4,76.00,54.56
261,5,595.00,508.32
261,6,1997.33,1315.71
261,7,359.67,57.74
262,1,0.00,0.00
262,2,1.20,1.30
262,3,33.20,45.14
262,4,53.60,45.31
262,5,357.60,287.79
262,6,790.40,386.37
262,7,173.60,156.23
263,1,1.00,2.00
263,2,7.50,10.78
263,3,51.00,28.08
263,4,174.00,104.00
263,5,1010.83,570.43
263,6,2683.83,2240.13
263,7,436.33,445.41
264,1,0.00,0.00
264,2,0.00,0.00
264,3,26.50,37.48
264,4,81.00,114.55
264,5,254.00,357.80
264,6,979.50,1378.15
264,7,300.00,424.26
265,1,7.00,16.42
265,2,242.29,530.73
265,3,401.71,729.85
265,4,244.86,436.06
265,5,621.14,885.44
265,6,1170.86,1994.52
265,7,286.71,461.90
266,1,0.00,0.00
266,2,0.75,0.96
266,3,15.25,13.79
266,4,65.50,44.11
266,5,357.50,246.19
266,6,602.50,96.18
266,7,199.00,12.03
267,1,0.00,0.00
267,2,0.14,0.38
267,3,10.43,9.81
267,4,85.14,111.00
267,5,537.43,935.09
267,6,1841.00,2996.60
267,7,901.71,1498.36
268,1,0.00,0.00
268,2,2.60,4.22
268,3,16.40,18.12
268,4,59.00,31.34
268,5,317.60,253.19
268,6,1397.20,944.18
268,7,387.80,221.72
269,1,7.00,16.42
269,2,240.86,531.29
269,3,380.29,739.02
269,4,249.00,435.18
269,5,638.57,886.23
269,6,1298.29,1929.63
269,7,311.71,448.95
270,1,4.50,7.94
270,2,15.17,17.85
270,3,140.00,162.69
270,4,470.33,524.80
270,5,1999.33,1533.72
270,6,3250.83,2334.00
270,7,712.83,447.99
271,1,0.50,1.00
271,2,5.50,8.54
271,3,30.00,42.43
271,4,111.75,145.56
271,5,516.50,612.71
271,6,1299.75,1871.58
271,7,310.75,449.46
272,1,0.00,0.00
272,2,0.14,0.38
272,3,15.29,21.06
272,4,26.00,30.03
272,5,352.29,468.21
272,6,1221.43,1858.47
272,7,131.57,264.50
273,1,0.00,0.00
273,2,9.50,17.67
273,3,95.25,98.32
273,4,220.75,188.07
273,5,775.00,520.92
273,6,2610.75,2545.03
273,7,748.75,683.74
274,1,0.25,0.50
274,2,146.00,212.98
274,3,162.50,175.62
274,4,528.00,577.99
274,5,732.75,402.32
274,6,737.50,432.71
274,7,149.25,167.77
275,1,0.00,0.00
275,2,2.20,2.59
275,3,30.80,29.22
275,4,62.40,97.19
275,5,273.80,165.08
275,6,658.40,897.39
275,7,183.20,314.39
276,1,0.33,0.52
276,2,45.50,74.73
276,3,260.83,401.18
276,4,1015.50,1498.30
276,5,3160.17,4610.04
276,6,7390.00,10790.34
276,7,1360.00,1942.15
277,1,0.00,0.00
277,2,0.12,0.35
277,3,16.50,18.79
277,4,29.38,31.55
277,5,215.00,267.10
277,6,500.88,832.03
277,7,30.62,54.60
278,1,0.12,0.35
278,2,0.12,0.35
278,3,15.62,25.40
278,4,81.88,86.79
278,5,278.75,416.14
278,6,676.62,1528.81
278,7,72.12,132.97
279,1,0.00,0.00
279,2,0.25,0.50
279,3,48.50,81.26
279,4,80.25,63.52
279,5,464.25,402.79
279,6,595.00,555.70
279,7,21.25,42.50
280,1,1.50,1.87
280,2,57.17,32.54
280,3,56.50,66.97
280,4,610.83,856.84
280,5,2997.00,3141.41
280,6,3000.00,2488.11
280,7,395.17,190.36
281,1,1.33,3.27
281,2,12.83,31.44
281,3,47.00,59.32
281,4,50.83,63.46
281,5,172.50,304.21
281,6,641.67,1115.85
281,7,179.67,226.73
282,1,2.00,0.00
282,2,1.00,0.00
282,3,42.00,0.00
282,4,31.00,0.00
282,5,294.00,0.00
282,6,607.00,0.00
282,7,72.00,0.00
283,1,0.00,0.00
283,2,18.67,32.36
283,3,80.50,91.47
283,4,147.17,115.74
283,5,263.33,207.06
283,6,391.67,337.03
283,7,103.67,52.63
284,1,0.00,0.00
284,2,7.17,14.18
284,3,79.33,95.20
284,4,102.33,94.57
284,5,309.17,237.39
284,6,1187.50,771.15
284,7,202.33,184.47
285,1,0.40,0.89
285,2,21.40,25.92
285,3,154.00,221.90
285,4,57.60,64.61
285,5,234.20,209.30
285,6,429.00,392.61
285,7,74.00,51.00
286,1,0.00,0.00
286,2,0.20,0.45
286,3,17.80,13.08
286,4,121.00,141.83
286,5,643.20,1119.44
286,6,2120.80,3535.16
286,7,1162.20,1716.52
287,1,0.20,0.45
287,2,5.60,6.95
287,3,49.80,29.47
287,4,143.60,66.52
287,5,847.60,659.90
287,6,2080.60,1204.96
287,7,266.00,161.31
288,1,0.00,0.00
288,2,0.00,0.00
288,3,1.25,1.26
288,4,0.75,1.50
288,5,8.25,10.63
288,6,103.50,150.74
288,7,19.25,29.97
289,1,2.40,3.91
289,2,14.00,24.11
289,3,28.20,33.00
289,4,288.20,383.51
289,5,4458.20,5775.34
289,6,10897.80,13220.16
289,7,1775.60,2174.81
290,1,0.33,0.58
290,2,0.33,0.58
290,3,22.00,31.43
290,4,41.67,38.07
290,5,436.33,682.73
290,6,1502.67,2529.32
290,7,124.33,209.32
291,1,0.00,0.00
291,2,0.00,0.00
291,3,0.17,0.41
291,4,11.50,18.88
291,5,147.83,312.56
291,6,223.17,190.04
291,7,67.50,109.85
292,1,0.00,0.00
292,2,0.00,0.00
292,3,0.25,0.50
292,4,1.50,2.38
292,5,26.25,41.60
292,6,41.50,47.26
292,7,25.25,44.59
293,1,0.00,0.00
293,2,0.00,0.00
293,3,9.33,16.95
293,4,26.50,39.26
293,5,162.17,308.67
293,6,492.67,971.49
293,7,6.33,10.25
294,1,0.00,0.00
294,2,0.00,0.00
294,3,1.00,1.73
294,4,27.33,18.01
294,5,209.67,197.49
294,6,592.33,183.35
294,7,104.00,71.92
295,1,0.00,0.00
295,2,0.00,0.00
295,3,10.00,8.76
295,4,88.75,71.30
295,5,189.75,182.59
295,6,1270.25,1083.61
295,7,435.75,507.08
296,1,2.00,2.35
296,2,36.80,58.12
296,3,26.00,20.36
296,4,247.40,126.59
296,5,1685.80,1475.23
296,6,4297.20,3733.69
296,7,987.00,1106.07
297,1,3.38,6.23
297,2,46.25,52.12
297,3,29.62,55.36
297,4,163.12,208.44
297,5,1345.25,1425.77
297,6,3192.38,3748.58
297,7,776.75,964.36
298,1,0.17,0.41
298,2,96.67,181.74
298,3,114.67,156.34
298,4,187.33,99.40
298,5,325.00,169.15
298,6,718.17,271.61
298,7,199.67,118.26
299,1,0.14,0.38
299,2,84.71,168.88
299,3,111.43,141.36
299,4,194.14,83.45
299,5,365.29,173.75
299,6,764.43,287.72
299,7,196.29,120.63
300,1,17.00,20.42
300,2,59.33,36.50
300,3,353.67,349.03
300,4,2226.33,2181.87
300,5,2406.00,1617.85
300,6,2069.33,1284.85
300,7,645.33,497.93
301,1,0.00,0.00
301,2,3.25,1.50
301,3,51.50,9.54
301,4,49.50,9.11
301,5,226.00,86.85
301,6,1325.75,569.62
301,7,255.75,139.92
302,1,0.00,0.00
302,2,5.43,5.06
302,3,32.29,13.84
302,4,134.14,56.17
302,5,512.29,265.95
302,6,1056.86,592.85
302,7,233.57,163.35
303,1,0.67,1.21
303,2,6.00,4.98
303,3,33.33,28.97
303,4,135.00,141.04
303,5,320.00,257.21
303,6,769.17,480.74
303,7,225.50,166.00
304,1,1.80,3.03
304,2,42.80,34.78
304,3,72.00,38.15
304,4,289.60,239.47
304,5,1009.60,884.65
304,6,3371.40,2842.91
304,7,529.80,371.57
305,1,0.12,0.35
305,2,33.38,72.48
305,3,50.25,47.89
305,4,150.88,260.22
305,5,759.62,1260.67
305,6,1916.25,3198.19
305,7,385.50,604.60
306,1,0.00,0.00
306,2,4.25,4.79
306,3,32.25,24.80
306,4,48.50,11.68
306,5,185.25,90.09
306,6,697.25,531.57
306,7,119.00,103.31
307,1,0.71,1.89
307,2,16.57,26.20
307,3,77.71,50.71
307,4,111.43,168.52
307,5,361.29,508.17
307,6,1274.00,1312.83
307,7,342.86,367.75
308,1,0.25,0.50
308,2,117.00,226.67
308,3,132.00,188.20
308,4,225.75,96.42
308,5,403.00,154.33
308,6,976.50,360.27
308,7,251.50,119.58
309,1,0.83,1.33
309,2,6.00,7.38
309,3,27.67,34.98
309,4,245.17,298.86
309,5,1861.67,2279.51
309,6,4796.50,5794.28
309,7,807.50,845.62
310,1,0.10,0.32
310,2,1.00,1.49
310,3,17.40,21.89
310,4,53.60,69.12
310,5,207.50,118.63
310,6,875.90,581.20
310,7,421.30,418.71
311,1,0.00,0.00
311,2,1.25,2.50
311,3,111.25,201.98
311,4,300.00,441.32
311,5,4136.00,4297.69
311,6,7693.00,6965.59
311,7,1079.50,1355.78
312,1,9.75,11.84
312,2,66.50,46.26
312,3,123.75,117.60
312,4,449.75,256.00
312,5,1252.75,1744.64
312,6,1856.00,1800.37
312,7,272.50,296.66
313,1,4.40,9.29
313,2,608.20,1338.75
313,3,1904.20,4052.78
313,4,1828.80,3859.73
313,5,1393.00,2360.87
313,6,1305.20,2078.99
313,7,219.40,343.99
314,1,0.00,0.00
314,2,16.00,19.00
314,3,44.67,25.03
314,4,102.00,109.28
314,5,656.00,860.10
314,6,1100.00,1194.05
314,7,172.67,147.76
315,1,0.50,1.22
315,2,8.17,17.17
315,3,52.17,34.83
315,4,255.17,243.85
315,5,2029.67,2472.84
315,6,6383.67,6897.19
315,7,1393.00,1646.90
316,1,0.00,0.00
316,2,9.60,19.83
316,3,42.20,66.48
316,4,72.80,49.25
316,5,578.60,669.59
316,6,1085.00,805.35
316,7,146.00,59.47
317,1,0.00,0.00
317,2,0.50,0.84
317,3,13.50,10.82
317,4,87.67,110.51
317,5,520.00,1032.86
317,6,1890.33,3199.77
317,7,913.67,1594.10
319,1,2.33,2.88
319,2,40.83,11.05
319,3,152.67,113.21
319,4,1040.17,1197.05
319,5,1847.33,1836.25
319,6,2062.50,1571.35
319,7,473.50,360.15
320,1,0.11,0.33
320,2,7.00,10.50
320,3,52.67,45.13
320,4,101.67,56.81
320,5,638.89,528.54
320,6,1131.89,581.96
320,7,166.00,60.55
321,1,15.00,18.81
321,2,56.00,42.50
321,3,200.00,150.22
321,4,783.00,724.62
321,5,1277.00,1144.15
321,6,1369.50,1191.87
321,7,407.50,358.47
322,1,0.38,0.74
322,2,16.50,21.46
322,3,78.00,51.71
322,4,165.25,104.87
322,5,1031.62,673.53
322,6,2050.25,1480.52
322,7,298.12,289.89
323,1,0.00,0.00
323,2,0.00,0.00
323,3,13.33,15.28
323,4,53.00,34.70
323,5,401.67,351.57
323,6,626.33,412.89
323,7,97.33,74.77
324,1,0.00,0.00
324,2,3.00,3.07
324,3,35.88,28.46
324,4,89.88,69.57
324,5,439.12,309.37
324,6,1108.00,655.39
324,7,230.50,171.79
325,1,0.00,0.00
325,2,1.57,2.07
325,3,19.86,26.15
325,4,83.71,112.47
325,5,373.57,379.03
325,6,749.86,1036.91
325,7,90.29,143.19
326,1,0.00,0.00
326,2,8.80,15.35
326,3,100.40,99.76
326,4,140.60,141.09
326,5,687.40,802.25
326,6,1558.60,1128.40
326,7,246.00,218.82
327,1,0.00,0.00
327,2,1.00,2.65
327,3,19.00,16.57
327,4,72.11,87.76
327,5,503.44,534.98
327,6,1024.44,1136.22
327,7,60.33,85.15
328,1,0.00,0.00
328,2,0.00,0.00
328,3,61.75,77.74
328,4,182.25,223.17
328,5,375.75,148.48
328,6,507.00,66.26
328,7,240.75,56.93
329,1,0.00,0.00
329,2,5.71,8.26
329,3,95.86,51.51
329,4,109.43,70.06
329,5,504.57,301.58
329,6,1471.57,707.37
329,7,258.57,178.77
330,1,0.00,0.00
330,2,0.25,0.50
330,3,27.00,13.47
330,4,84.00,103.35
330,5,227.50,146.14
330,6,724.75,517.98
330,7,417.25,434.49
331,1,0.71,1.89
331,2,5.86,8.86
331,3,57.57,25.60
331,4,176.43,84.95
331,5,1135.43,395.26
331,6,2741.86,850.48
331,7,343.14,139.71
332,1,0.00,0.00
332,2,4.88,8.04
332,3,64.00,32.78
332,4,116.75,30.20
332,5,565.25,236.50
332,6,1691.12,788.74
332,7,265.75,139.96
333,1,0.14,0.38
333,2,11.71,30.12
333,3,18.29,16.46
333,4,117.71,107.83
333,5,375.14,676.22
333,6,1186.14,1994.12
333,7,458.71,966.70
334,1,0.71,1.25
334,2,80.00,187.97
334,3,177.14,353.76
334,4,234.71,480.62
334,5,647.43,1271.13
334,6,1062.00,1396.08
334,7,282.71,309.36
335,1,3.20,4.87
335,2,75.80,96.39
335,3,49.60,97.78
335,4,274.60,420.03
335,5,2394.80,2472.85
335,6,6389.80,7174.49
335,7,1701.20,2038.31
336,1,1.80,2.49
336,2,16.40,15.21
336,3,117.00,126.67
336,4,198.80,195.82
336,5,367.40,335.85
336,6,1103.60,652.44
336,7,286.20,184.54
337,1,2.83,4.22
337,2,34.33,20.50
337,3,194.50,281.65
337,4,1459.50,1982.16
337,5,1927.00,1927.35
337,6,1651.33,1543.96
337,7,461.00,445.64
338,1,0.50,1.00
338,2,3.25,6.50
338,3,38.00,36.00
338,4,131.00,140.36
338,5,459.25,471.21
338,6,447.75,206.52
338,7,112.50,93.92
339,1,1.00,1.55
339,2,15.00,29.76
339,3,27.67,43.46
339,4,159.00,228.76
339,5,1952.00,2033.02
339,6,4813.00,5011.39
339,7,1318.00,1260.23
340,1,0.50,1.22
340,2,4.00,4.20
340,3,49.33,51.63
340,4,251.67,278.47
340,5,2310.33,2004.31
340,6,6685.67,4919.00
340,7,1236.67,701.76
341,1,0.25,0.50
341,2,0.50,0.58
341,3,25.00,29.60
341,4,33.00,22.58
341,5,396.25,576.86
341,6,1288.50,2102.60
341,7,137.75,171.99
342,1,0.25,0.50
342,2,4.25,7.23
342,3,33.50,32.59
342,4,74.75,76.97
342,5,116.50,60.60
342,6,287.50,77.94
342,7,92.50,56.05
343,1,0.14,0.38
343,2,31.57,78.26
343,3,47.71,50.89
343,4,183.00,272.18
343,5,1029.14,1423.27
343,6,2178.29,3402.10
343,7,423.57,640.69
344,1,0.56,1.01
344,2,6.89,11.97
344,3,40.67,29.26
344,4,151.44,112.28
344,5,444.33,485.13
344,6,902.78,665.35
344,7,239.33,128.70
345,1,13.20,16.78
345,2,62.80,29.42
345,3,204.40,141.48
345,4,855.00,704.60
345,5,1734.40,1295.72
345,6,2027.60,1069.83
345,7,512.20,282.15
346,1,0.00,0.00
346,2,21.20,20.44
346,3,60.00,79.07
346,4,47.60,51.64
346,5,221.40,63.66
346,6,357.60,69.98
346,7,92.40,28.29
347,1,1.25,2.76
347,2,54.75,91.78
347,3,71.00,62.71
347,4,269.50,313.27
347,5,1756.25,2439.47
347,6,4714.62,6572.77
347,7,941.38,1391.14
348,1,1.20,2.17
348,2,52.80,75.94
348,3,85.40,67.46
348,4,220.60,138.18
348,5,525.20,327.34
348,6,1574.80,1044.48
348,7,552.60,349.92
350,1,0.20,0.45
350,2,102.40,198.64
350,3,128.00,164.88
350,4,224.00,134.10
350,5,505.40,262.95
350,6,1282.60,988.22
350,7,340.60,241.54
352,1,0.29,0.49
352,2,13.86,29.39
352,3,28.14,20.00
352,4,85.86,41.49
352,5,779.86,760.85
352,6,1922.29,1773.88
352,7,673.43,891.37
353,1,0.50,1.00
353,2,20.50,36.34
353,3,56.50,41.84
353,4,129.50,84.39
353,5,760.50,399.91
353,6,2712.00,1904.51
353,7,865.75,602.68
354,1,0.00,0.00
354,2,4.20,3.96
354,3,23.00,6.44
354,4,227.80,222.51
354,5,362.60,323.51
354,6,659.20,497.15
354,7,192.00,118.18
356,1,0.00,0.00
356,2,0.00,0.00
356,3,15.25,17.27
356,4,106.75,124.05
356,5,445.75,667.88
356,6,729.00,1199.10
356,7,59.00,118.00
357,1,1.33,2.16
357,2,0.00,0.00
357,3,314.00,400.53
357,4,787.00,905.56
357,5,3322.17,4690.41
357,6,5764.33,6510.90
357,7,989.00,1119.76
358,1,0.00,0.00
358,2,10.33,21.96
358,3,11.00,7.97
358,4,29.00,15.91
358,5,176.00,52.82
358,6,323.33,90.24
358,7,92.33,34.76
359,1,3.43,6.68
359,2,16.71,26.14
359,3,80.71,50.53
359,4,137.71,164.61
359,5,365.57,508.25
359,6,1265.57,1411.22
359,7,307.00,390.28
360,1,2.67,2.88
360,2,0.00,0.00
360,3,534.50,727.74
360,4,1375.00,1405.56
360,5,6055.00,6299.34
360,6,9329.83,7252.96
360,7,1456.50,1092.17
361,1,1.50,0.71
361,2,16.50,12.02
361,3,51.00,43.84
361,4,749.50,317.49
361,5,3513.50,1129.25
361,6,4408.50,859.13
361,7,891.50,177.48
362,1,4.67,8.02
362,2,52.56,47.82
362,3,65.89,89.69
362,4,312.78,158.57
362,5,3019.11,2227.92
362,6,4688.89,2839.62
362,7,849.56,791.97
363,1,0.00,0.00
363,2,0.00,0.00
363,3,4.67,8.08
363,4,87.67,43.15
363,5,191.67,38.55
363,6,497.33,537.92
363,7,104.67,108.14
364,1,0.00,0.00
364,2,0.20,0.45
364,3,1.00,2.24
364,4,77.80,39.05
364,5,97.00,74.75
364,6,200.40,185.11
364,7,40.20,32.55
365,1,1.25,2.50
365,2,68.50,46.31
365,3,186.25,230.52
365,4,127.75,54.19
365,5,298.75,112.03
365,6,553.25,227.74
365,7,147.50,64.26
366,1,0.00,0.00
366,2,0.14,0.38
366,3,9.57,8.81
366,4,11.71,7.27
366,5,71.86,63.20
366,6,222.71,125.66
366,7,73.14,47.03
367,1,0.00,0.00
367,2,1.33,0.58
367,3,92.00,6.24
367,4,265.67,180.46
367,5,741.33,667.90
367,6,3411.67,2533.26
367,7,978.67,711.88
368,1,0.50,1.22
368,2,16.67,23.39
368,3,0.33,0.52
368,4,32.67,29.92
368,5,538.33,464.90
368,6,1822.33,959.34
368,7,396.33,189.08
369,1,1.00,1.83
369,2,61.57,66.95
369,3,125.00,120.76
369,4,218.00,149.29
369,5,985.00,1142.71
369,6,1441.86,1226.63
369,7,239.14,171.32
370,1,2.33,4.04
370,2,180.67,279.70
370,3,395.33,541.16
370,4,581.67,590.20
370,5,2242.00,1603.94
370,6,2862.00,2234.92
370,7,465.33,461.29
371,1,0.10,0.32
371,2,2.30,5.56
371,3,55.00,49.70
371,4,127.20,137.88
371,5,418.20,418.02
371,6,1805.80,1671.41
371,7,409.90,500.78
372,1,4.33,7.09
372,2,14.67,22.46
372,3,73.50,39.55
372,4,149.33,245.96
372,5,599.17,871.44
372,6,2116.83,2742.39
372,7,286.00,270.51
373,1,0.00,0.00
373,2,2.83,3.82
373,3,30.33,19.30
373,4,126.00,75.93
373,5,566.33,745.92
373,6,948.50,732.18
373,7,192.83,129.26
374,1,0.50,1.07
374,2,43.12,65.18
374,3,210.00,306.49
374,4,639.62,1032.80
374,5,2088.00,3459.18
374,6,4691.88,8369.80
374,7,926.50,1443.48
375,1,0.80,1.30
375,2,13.60,15.73
375,3,157.80,234.00
375,4,649.00,1203.39
375,5,2068.40,2992.38
375,6,5299.60,6388.32
375,7,1063.20,1257.03
376,1,0.40,0.55
376,2,9.20,11.30
376,3,171.00,161.67
376,4,273.60,227.43
376,5,773.00,509.97
376,6,771.60,388.29
376,7,117.20,55.45
377,1,0.00,0.00
377,2,0.00,0.00
377,3,22.25,31.35
377,4,231.25,176.18
377,5,571.50,753.36
377,6,1795.00,1059.70
377,7,453.00,290.89
378,1,0.75,1.50
378,2,6.50,9.11
378,3,30.50,14.06
378,4,107.75,77.06
378,5,279.75,198.81
378,6,286.00,65.00
378,7,91.00,40.97
379,1,2.50,5.00
379,2,12.25,23.84
379,3,17.50,24.96
379,4,46.25,74.20
379,5,454.25,729.72
379,6,967.25,1380.67
379,7,224.75,327.22
380,1,0.00,0.00
380,2,0.83,0.98
380,3,41.50,48.26
380,4,82.67,58.94
380,5,363.50,194.90
380,6,1633.50,929.21
380,7,281.00,174.79
381,1,1.00,2.24
381,2,14.57,32.40
381,3,55.86,39.99
381,4,115.43,71.51
381,5,560.14,251.96
381,6,1086.71,183.86
381,7,169.14,125.58
382,1,0.00,0.00
382,2,16.17,28.80
382,3,1.17,1.47
382,4,34.17,32.73
382,5,542.83,480.33
382,6,1535.83,914.77
382,7,399.00,137.57
383,1,0.25,0.50
383,2,6.75,13.50
383,3,25.25,16.13
383,4,182.00,73.74
383,5,203.25,180.37
383,6,848.75,553.71
383,7,502.50,305.18
384,1,0.00,0.00
384,2,2.00,4.00
384,3,19.17,12.83
384,4,140.33,102.33
384,5,317.50,426.41
384,6,1037.33,1083.47
384,7,248.50,254.03
385,1,0.29,0.76
385,2,12.43,20.24
385,3,88.29,28.45
385,4,154.43,90.28
385,5,1028.57,815.52
385,6,2820.71,2483.58
385,7,546.86,599.83
386,1,0.38,1.06
386,2,5.38,8.96
386,3,4.75,12.27
386,4,42.00,34.28
386,5,564.50,558.88
386,6,1493.50,1166.70
386,7,318.25,218.60
387,1,1.75,2.22
387,2,20.50,18.59
387,3,87.75,70.56
387,4,200.75,191.43
387,5,3060.00,3383.63
387,6,4518.25,5238.44
387,7,442.50,556.97
388,1,0.00,0.00
388,2,27.20,28.24
388,3,29.00,28.03
388,4,43.00,48.96
388,5,250.80,155.03
388,6,493.80,115.20
388,7,127.20,39.51
389,1,1.57,3.74
389,2,13.86,17.13
389,3,152.86,256.10
389,4,978.00,1616.73
389,5,1277.00,1207.97
389,6,1304.43,922.54
389,7,411.29,344.24
390,1,0.00,0.00
